@relation Ambiente

@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Sensor {NENHUM,FRONTAL,DIREITO,ESQUERDO,FRONTALDIREITO,FRONTALESQUERDO,DIREITAESQUERDA,TODOS}
@attribute Acao {ACELERAR,FREAR,PARAR}

@data
BOM,AMARELO,ESQUERDO,FREAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,VERDE,DIREITAESQUERDA,ACELERAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERDE,DIREITAESQUERDA,ACELERAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERDE,TODOS,PARAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,AMARELO,FRONTALDIREITO,FREAR
BOM,VERMELHO,DIREITO,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,DIREITO,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERMELHO,FRONTALDIREITO,PARAR
BOM,VERMELHO,FRONTALDIREITO,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,FRONTALDIREITO,PARAR
BOM,VERMELHO,FRONTALESQUERDO,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,AMARELO,ESQUERDO,FREAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERMELHO,DIREITAESQUERDA,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERDE,ESQUERDO,ACELERAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERDE,ESQUERDO,ACELERAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERMELHO,FRONTALESQUERDO,PARAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,DIREITO,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,TODOS,PARAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERDE,ESQUERDO,ACELERAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,TODOS,PARAR
BOM,VERDE,TODOS,PARAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,VERMELHO,ESQUERDO,PARAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,VERMELHO,FRONTALDIREITO,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERMELHO,ESQUERDO,PARAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERMELHO,TODOS,PARAR
BOM,AMARELO,ESQUERDO,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,AMARELO,DIREITO,FREAR
BOM,AMARELO,DIREITO,FREAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERMELHO,NENHUM,PARAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,DIREITO,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERMELHO,DIREITO,PARAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,DIREITAESQUERDA,PARAR
BOM,AMARELO,ESQUERDO,FREAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERMELHO,FRONTALESQUERDO,PARAR
BOM,VERMELHO,ESQUERDO,PARAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,AMARELO,DIREITO,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,FRONTALDIREITO,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERMELHO,TODOS,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERMELHO,DIREITAESQUERDA,PARAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,AMARELO,TODOS,PARAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERMELHO,ESQUERDO,PARAR
BOM,VERMELHO,TODOS,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,ESQUERDO,ACELERAR
BOM,VERDE,TODOS,PARAR
BOM,AMARELO,FRONTAL,FREAR
BOM,AMARELO,TODOS,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,VERMELHO,FRONTALESQUERDO,PARAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,AMARELO,TODOS,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERDE,DIREITAESQUERDA,ACELERAR
BOM,VERDE,TODOS,PARAR
BOM,VERMELHO,FRONTALESQUERDO,PARAR
BOM,VERMELHO,FRONTALDIREITO,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,FRONTAL,FREAR
BOM,AMARELO,FRONTALDIREITO,FREAR
BOM,VERMELHO,DIREITO,PARAR
BOM,VERMELHO,TODOS,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,AMARELO,DIREITO,FREAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERDE,DIREITAESQUERDA,ACELERAR
BOM,AMARELO,DIREITO,FREAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERMELHO,FRONTALDIREITO,PARAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,VERMELHO,TODOS,PARAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,TODOS,PARAR
BOM,AMARELO,FRONTAL,FREAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,FRONTAL,ACELERAR
BOM,AMARELO,DIREITO,FREAR
BOM,VERMELHO,DIREITAESQUERDA,PARAR
BOM,AMARELO,DIREITO,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERDE,DIREITO,ACELERAR
BOM,AMARELO,DIREITAESQUERDA,FREAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERDE,NENHUM,ACELERAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERMELHO,DIREITO,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,FRONTAL,FREAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,AMARELO,NENHUM,FREAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
BOM,VERMELHO,ESQUERDO,PARAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERMELHO,NENHUM,PARAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,AMARELO,NENHUM,FREAR
BOM,VERMELHO,FRONTAL,PARAR
BOM,VERMELHO,FRONTALDIREITO,PARAR
BOM,VERDE,NENHUM,ACELERAR
BOM,VERDE,DIREITAESQUERDA,ACELERAR
BOM,VERDE,DIREITO,ACELERAR
BOM,VERDE,FRONTALDIREITO,ACELERAR
BOM,VERDE,FRONTALESQUERDO,ACELERAR
BOM,AMARELO,FRONTALESQUERDO,FREAR
